symbol,timestamp,source,data_type,bid,ask,price,volume,spread_raw,spread_table,volatility,market_sentiment,trading_activity
COP,1736081974523,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.93,2297151.0,-1.0,-1.0,1.71,0.948,5.51
COP,1736081979958,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.26,2251847.0,-1.0,-1.0,1.725,1.0,13.06
SHEL,1736081982159,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.12,2869047.0,-1.0,-1.0,0.391,-0.556,60.82
COP,1736081985012,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.51,2343539.0,-1.0,-1.0,1.709,1.0,13.31
COP,1736081995099,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.45,2208409.0,-1.0,-1.0,1.738,0.9,11.11
SHEL,1736081999057,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,62.68,2605710.0,-1.0,-1.0,0.386,-0.615,61.02
XOM,1736082002140,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.83,7894715.0,-1.0,-1.0,0.466,1.0,42.84
BP,1736082008638,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.38,6659033.0,-1.0,-1.0,0.837,0.895,100.0
COP,1736082009526,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.81,3149365.0,-1.0,-1.0,1.275,-0.736,4.9
COP,1736082013328,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.63,3255848.0,-1.0,-1.0,1.296,-0.729,8.92
BP,1736082015235,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.24,6715023.0,-1.0,-1.0,0.82,0.843,98.56
COP,1736082023036,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.87,3020751.0,-1.0,-1.0,1.261,-0.797,7.82
XOM,1736082025744,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.95,13764591.0,-1.0,-1.0,1.02,0.85,42.11
COP,1736082033205,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.38,2884405.0,-1.0,-1.0,1.251,-0.751,6.31
XOM,1736082035960,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.58,14245482.0,-1.0,-1.0,1.029,0.809,55.94
SHEL,1736082036983,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.47,5008684.0,-1.0,-1.0,1.093,-0.716,22.84
COP,1736082039411,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.89,2876762.0,-1.0,-1.0,1.206,-0.808,5.12
BP,1736082044363,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.94,6156997.0,-1.0,-1.0,0.791,0.649,98.7
SHEL,1736082049683,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.18,5002018.0,-1.0,-1.0,1.075,-0.746,11.84
COP,1736082053277,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.17,2679302.0,-1.0,-1.0,1.182,-0.793,7.23
SHEL,1736082054939,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.94,5178888.0,-1.0,-1.0,1.078,-0.772,10.1
BP,1736082059666,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.86,6497768.0,-1.0,-1.0,0.807,0.583,99.43
SHEL,1736082066397,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.67,5212124.0,-1.0,-1.0,1.142,-0.725,15.93
XOM,1736082068432,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.07,12888442.0,-1.0,-1.0,0.989,0.834,59.48
XOM,1736082076584,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.14,12892451.0,-1.0,-1.0,0.98,0.758,57.43
XOM,1736082078601,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.18,12783845.0,-1.0,-1.0,0.997,0.802,51.68
BP,1736082080548,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.76,6402778.0,-1.0,-1.0,0.832,0.692,98.17
XOM,1736082089118,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.71,12409984.0,-1.0,-1.0,1.024,0.786,49.74
XOM,1736082091783,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.37,12231265.0,-1.0,-1.0,1.006,0.682,46.86
SHEL,1736082091927,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.31,5601452.0,-1.0,-1.0,1.138,-0.773,21.74
XOM,1736082096579,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.21,12383151.0,-1.0,-1.0,0.983,0.802,38.22
COP,1736082101634,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.85,2794427.0,-1.0,-1.0,1.213,-0.527,9.66
SHEL,1736082105555,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.65,5955481.0,-1.0,-1.0,1.199,-0.531,17.66
COP,1736082107584,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.34,2829424.0,-1.0,-1.0,1.191,-0.478,5.35
BP,1736082108494,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.98,7548970.0,-1.0,-1.0,0.827,0.697,100.0
COP,1736082112033,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.91,2623710.0,-1.0,-1.0,1.191,-0.489,7.02
XOM,1736082113713,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.27,11131170.0,-1.0,-1.0,1.022,0.812,44.83
BP,1736082117407,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.0,7081631.0,-1.0,-1.0,0.844,0.577,100.0
SHEL,1736082127389,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.94,5968846.0,-1.0,-1.0,1.137,-0.332,25.13
COP,1736082131550,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.14,2776445.0,-1.0,-1.0,1.178,-0.413,3.57
XOM,1736082134315,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.41,11492989.0,-1.0,-1.0,0.993,0.831,49.66
COP,1736082135977,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.23,2856497.0,-1.0,-1.0,1.188,-0.457,1.44
SHEL,1736082143978,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.02,5941445.0,-1.0,-1.0,1.153,-0.672,26.74
XOM,1736082147099,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.0,11153251.0,-1.0,-1.0,1.047,0.981,58.47
COP,1736082150041,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.45,2781461.0,-1.0,-1.0,1.226,-0.467,8.48
COP,1736082158061,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.59,3001695.0,-1.0,-1.0,1.236,-0.394,1.03
SHEL,1736082159571,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.08,6264501.0,-1.0,-1.0,1.193,-0.768,23.72
XOM,1736082163335,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.59,12141374.0,-1.0,-1.0,1.055,0.916,56.7
SHEL,1736082164625,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.72,6344166.0,-1.0,-1.0,1.186,-0.778,24.34
SHEL,1736082165457,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.85,6178539.0,-1.0,-1.0,1.184,-0.767,22.76
XOM,1736082172197,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.46,12426194.0,-1.0,-1.0,1.043,0.974,55.51
COP,1736082174079,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.45,2812533.0,-1.0,-1.0,1.25,-0.418,3.27
BP,1736082177352,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.08,8067004.0,-1.0,-1.0,0.792,0.463,97.13
BP,1736082179191,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.97,7778641.0,-1.0,-1.0,0.807,0.402,92.49
SHEL,1736082182586,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.23,5425662.0,-1.0,-1.0,1.241,-0.912,14.67
XOM,1736082199805,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.84,10833593.0,-1.0,-1.0,1.022,1.0,61.18
BP,1736082202004,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.04,7382951.0,-1.0,-1.0,0.832,0.421,95.12
XOM,1736082205223,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.0,10108182.0,-1.0,-1.0,0.999,0.912,59.28
XOM,1736082205844,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.25,10426455.0,-1.0,-1.0,0.98,0.892,56.77
COP,1736082213480,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.33,2420447.0,-1.0,-1.0,1.253,-0.419,5.48
BP,1736082217834,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.05,7436713.0,-1.0,-1.0,0.79,0.477,94.58
XOM,1736082219530,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.48,10315266.0,-1.0,-1.0,1.029,0.951,56.69
SHEL,1736082224454,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.89,5376433.0,-1.0,-1.0,1.262,-0.98,9.76
SHEL,1736082226215,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.86,5343908.0,-1.0,-1.0,1.279,-0.936,7.13
XOM,1736082238343,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.59,10712853.0,-1.0,-1.0,0.999,0.945,59.35
XOM,1736082239249,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.49,10366502.0,-1.0,-1.0,1.014,0.928,54.91
BP,1736082242294,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.0,6691177.0,-1.0,-1.0,0.789,0.439,90.18
COP,1736082243758,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.82,2028201.0,-1.0,-1.0,1.293,-0.295,1.63
XOM,1736082248364,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.62,10516494.0,-1.0,-1.0,1.008,0.997,51.19
SHEL,1736082252316,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.16,5186779.0,-1.0,-1.0,1.306,-1.0,3.97
XOM,1736082254371,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.69,11002222.0,-1.0,-1.0,1.02,0.889,56.56
SHEL,1736082260760,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.44,5323655.0,-1.0,-1.0,1.332,-0.961,4.74
XOM,1736082261939,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.77,10996677.0,-1.0,-1.0,1.047,0.856,65.97
COP,1736082265200,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.38,2024792.0,-1.0,-1.0,1.308,-0.2,10.84
SHEL,1736082267423,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.4,5243082.0,-1.0,-1.0,1.331,-0.857,6.96
XOM,1736082271947,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.28,11074198.0,-1.0,-1.0,1.027,0.847,61.62
SHEL,1736082274719,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.5,5158546.0,-1.0,-1.0,1.333,-0.979,7.58
COP,1736082277039,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.9,2396687.0,-1.0,-1.0,1.263,-0.246,26.42
BP,1736082277569,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.34,6680767.0,-1.0,-1.0,0.815,0.45,87.47
COP,1736082278123,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.7,2465425.0,-1.0,-1.0,1.244,-0.224,26.66
SHEL,1736082278730,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.77,5376324.0,-1.0,-1.0,1.315,-1.0,9.24
COP,1736082282025,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.2,2430294.0,-1.0,-1.0,1.235,-0.16,29.29
BP,1736082284908,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.1,7018563.0,-1.0,-1.0,0.812,0.456,81.28
SHEL,1736082285764,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.82,5168511.0,-1.0,-1.0,1.302,-1.0,16.06
COP,1736082286229,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.02,2420209.0,-1.0,-1.0,1.214,-0.194,29.72
XOM,1736082288120,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.83,12055141.0,-1.0,-1.0,1.011,0.687,53.96
BP,1736082291606,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.26,6855026.0,-1.0,-1.0,0.809,0.557,85.92
BP,1736082295569,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.27,7122417.0,-1.0,-1.0,0.787,0.559,84.33
XOM,1736082298760,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.45,11195977.0,-1.0,-1.0,0.984,0.718,49.66
SHEL,1736082303167,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.61,5620964.0,-1.0,-1.0,1.299,-1.0,10.03
XOM,1736082307228,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.38,9573441.0,-1.0,-1.0,0.992,0.61,46.53
XOM,1736082308847,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.89,9266664.0,-1.0,-1.0,0.975,0.58,44.83
XOM,1736082315192,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.79,9685218.0,-1.0,-1.0,0.975,0.415,48.34
COP,1736082320171,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.71,2405108.0,-1.0,-1.0,1.252,-0.227,30.28
SHEL,1736082323023,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.03,5549043.0,-1.0,-1.0,1.339,-1.0,4.24
COP,1736082324164,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.08,2490068.0,-1.0,-1.0,1.205,-0.302,33.79
BP,1736082330914,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.24,6993791.0,-1.0,-1.0,0.786,0.328,79.32
XOM,1736082333699,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.59,10018700.0,-1.0,-1.0,0.973,0.4,41.16
BP,1736082336664,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.29,7185415.0,-1.0,-1.0,0.78,0.331,88.0
SHEL,1736082337457,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.67,6129625.0,-1.0,-1.0,1.314,-0.957,1.1
BP,1736082339318,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.44,7287948.0,-1.0,-1.0,0.767,0.387,85.26
SHEL,1736082341158,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.07,6438705.0,-1.0,-1.0,1.326,-0.795,3.8
SHEL,1736082342289,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.08,6406520.0,-1.0,-1.0,1.334,-0.743,7.61
COP,1736082344263,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.0,2443178.0,-1.0,-1.0,1.237,-0.187,36.13
BP,1736082349618,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.52,7944785.0,-1.0,-1.0,0.763,0.373,79.87
BP,1736082351583,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.63,7911669.0,-1.0,-1.0,0.751,0.327,78.11
SHEL,1736082351738,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.08,6414943.0,-1.0,-1.0,1.34,-0.692,0.0
BP,1736082353081,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.52,7685366.0,-1.0,-1.0,0.742,0.41,82.47
SHEL,1736082358452,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.07,6989855.0,-1.0,-1.0,1.346,-0.865,0.78
BP,1736082363527,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.32,7741945.0,-1.0,-1.0,0.754,0.493,73.92
COP,1736082363987,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.43,2322427.0,-1.0,-1.0,1.26,-0.417,42.54
COP,1736082366107,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.77,2382646.0,-1.0,-1.0,1.283,-0.486,42.59
BP,1736082370082,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.38,7955089.0,-1.0,-1.0,0.769,0.548,69.97
BP,1736082373521,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.33,7709740.0,-1.0,-1.0,0.76,0.579,65.74
COP,1736082373860,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,98.72,2484568.0,-1.0,-1.0,1.284,-0.423,46.25
XOM,1736082378251,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.64,10790549.0,-1.0,-1.0,1.067,0.047,46.51
SHEL,1736082382565,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.94,7250685.0,-1.0,-1.0,1.304,-1.0,0.0
COP,1736082385387,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,97.86,2593796.0,-1.0,-1.0,1.285,-0.281,42.7
BP,1736082387758,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.4,8063096.0,-1.0,-1.0,0.751,0.633,70.6
COP,1736082389420,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,97.74,2681297.0,-1.0,-1.0,1.265,-0.309,41.13
COP,1736082391226,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,97.27,2771387.0,-1.0,-1.0,1.245,-0.265,40.13
BP,1736082393018,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.32,8082641.0,-1.0,-1.0,0.739,0.595,71.85
COP,1736082394411,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,97.48,2673981.0,-1.0,-1.0,1.236,-0.2,41.32
SHEL,1736082395474,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.23,7583896.0,-1.0,-1.0,1.285,-0.902,0.0
XOM,1736082396692,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.6,10897289.0,-1.0,-1.0,1.098,0.129,54.74
BP,1736082400492,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.24,7845292.0,-1.0,-1.0,0.735,0.645,75.76
SHEL,1736082402442,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.39,7537614.0,-1.0,-1.0,1.287,-0.916,0.0
BP,1736082412436,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.14,7710511.0,-1.0,-1.0,0.723,0.563,78.09
SHEL,1736082414820,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.64,7521776.0,-1.0,-1.0,1.27,-0.702,12.21
BP,1736082415454,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.03,7331778.0,-1.0,-1.0,0.73,0.623,78.98
COP,1736082416483,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,98.35,2707472.0,-1.0,-1.0,1.307,-0.641,43.75
COP,1736082418152,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,98.7,2821991.0,-1.0,-1.0,1.331,-0.543,41.16
SHEL,1736082419438,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.93,7354047.0,-1.0,-1.0,1.277,-0.621,15.64
XOM,1736082420043,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.72,10499655.0,-1.0,-1.0,1.116,0.195,62.43
SHEL,1736082424097,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.14,7288484.0,-1.0,-1.0,1.28,-0.547,13.25
BP,1736082425867,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.93,7284742.0,-1.0,-1.0,0.744,0.61,74.64
SHEL,1736082427409,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.22,7605869.0,-1.0,-1.0,1.265,-0.611,11.25
SHEL,1736082429312,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.02,7296384.0,-1.0,-1.0,1.282,-0.629,8.87
XOM,1736082430140,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.56,10140711.0,-1.0,-1.0,1.119,0.094,67.81
XOM,1736082432385,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,112.04,9910787.0,-1.0,-1.0,1.104,0.105,72.57
BP,1736082437712,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.0,7620528.0,-1.0,-1.0,0.764,0.715,74.31
BP,1736082437880,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.98,7625895.0,-1.0,-1.0,0.778,0.774,72.87
XOM,1736082438945,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,112.77,9789670.0,-1.0,-1.0,1.083,0.065,76.73
SHEL,1736082441016,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.06,7049959.0,-1.0,-1.0,1.257,-0.569,4.5
COP,1736082443236,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,98.15,2883597.0,-1.0,-1.0,1.308,-0.611,36.61
XOM,1736082447718,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,113.18,9929206.0,-1.0,-1.0,1.101,-0.015,74.79
COP,1736082450596,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,98.15,2746721.0,-1.0,-1.0,1.292,-0.557,30.98
SHEL,1736082451049,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.38,6760008.0,-1.0,-1.0,1.246,-0.675,4.11
BP,1736082452702,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.08,7322271.0,-1.0,-1.0,0.772,0.817,71.37
XOM,1736082455136,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,113.12,10405390.0,-1.0,-1.0,1.119,-0.074,75.89
COP,1736082464203,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.06,2846129.0,-1.0,-1.0,1.236,-0.641,31.5
XOM,1736082464767,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,113.93,10320147.0,-1.0,-1.0,1.149,0.134,72.15
COP,1736082465570,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.32,2825993.0,-1.0,-1.0,1.256,-0.547,31.97
SHEL,1736082468552,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.95,6443894.0,-1.0,-1.0,1.251,-0.607,0.0
BP,1736082470739,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.13,7361816.0,-1.0,-1.0,0.764,0.831,67.83
COP,1736082473048,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.99,2797030.0,-1.0,-1.0,1.261,-0.48,31.94
XOM,1736082473647,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,114.39,9882787.0,-1.0,-1.0,1.154,0.035,72.19
XOM,1736082477873,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,114.71,10149098.0,-1.0,-1.0,1.135,-0.061,69.9
BP,1736082480825,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.02,7726917.0,-1.0,-1.0,0.773,0.807,66.94
XOM,1736082482733,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,114.72,10129553.0,-1.0,-1.0,1.136,0.017,73.26
COP,1736082484482,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.95,2772106.0,-1.0,-1.0,1.235,-0.337,20.64
SHEL,1736082487047,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.79,6300202.0,-1.0,-1.0,1.2,-0.703,0.0
SHEL,1736082493060,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.71,6319756.0,-1.0,-1.0,1.232,-0.617,0.0
XOM,1736082494393,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,114.25,10738746.0,-1.0,-1.0,1.152,0.033,82.66
SHEL,1736082500522,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.06,5698099.0,-1.0,-1.0,1.269,-0.616,1.4
SHEL,1736082502832,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.76,5934567.0,-1.0,-1.0,1.273,-0.601,6.14
SHEL,1736082504311,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.04,5726767.0,-1.0,-1.0,1.269,-0.566,5.39
SHEL,1736082504849,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.97,5881125.0,-1.0,-1.0,1.282,-0.598,8.66
COP,1736082506324,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.31,2678315.0,-1.0,-1.0,1.231,-0.109,19.08
XOM,1736082508899,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,114.61,10707424.0,-1.0,-1.0,1.167,-0.043,86.9
COP,1736082512702,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.14,2785346.0,-1.0,-1.0,1.23,-0.047,21.75
SHEL,1736082516314,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.23,5628943.0,-1.0,-1.0,1.3,-0.368,12.2
BP,1736082517803,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.96,8045940.0,-1.0,-1.0,0.772,0.891,61.63
COP,1736082519778,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.08,2857052.0,-1.0,-1.0,1.243,0.023,22.16
SHEL,1736082527459,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.57,5924560.0,-1.0,-1.0,1.259,-0.301,10.13
SHEL,1736082529098,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.37,5874081.0,-1.0,-1.0,1.28,-0.232,8.77
SHEL,1736082530931,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,68.19,5858043.0,-1.0,-1.0,1.277,-0.293,13.74
COP,1736082539385,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.38,3243202.0,-1.0,-1.0,1.251,0.043,6.88
XOM,1736082541346,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,115.03,10334317.0,-1.0,-1.0,1.194,-0.065,84.04
SHEL,1736082541508,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.87,5752597.0,-1.0,-1.0,1.287,-0.266,12.79
XOM,1736082544093,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,115.63,10806010.0,-1.0,-1.0,1.183,0.063,79.76
XOM,1736082548368,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,114.9,10268566.0,-1.0,-1.0,1.225,0.031,88.25
BP,1736082549743,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.7,6891761.0,-1.0,-1.0,0.743,0.81,60.4
COP,1736082549881,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.39,3169060.0,-1.0,-1.0,1.253,0.097,5.83
SHEL,1736082551851,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.21,5817111.0,-1.0,-1.0,1.286,-0.325,29.49
COP,1736082552709,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.94,3220582.0,-1.0,-1.0,1.263,0.001,2.28
XOM,1736082555314,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,114.73,10611905.0,-1.0,-1.0,1.224,-0.021,86.22
COP,1736082561276,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.23,3084146.0,-1.0,-1.0,1.276,-0.119,0.0
SHEL,1736082562040,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.22,5830103.0,-1.0,-1.0,1.299,-0.463,33.08
COP,1736082565323,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.61,3200315.0,-1.0,-1.0,1.261,-0.186,0.0
XOM,1736082568649,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,113.53,10811971.0,-1.0,-1.0,1.235,-0.131,89.85
SHEL,1736082569478,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,67.19,5658329.0,-1.0,-1.0,1.305,-0.474,44.41
COP,1736082574555,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.8,3211293.0,-1.0,-1.0,1.272,-0.117,0.0
COP,1736082580486,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.29,3318485.0,-1.0,-1.0,1.268,-0.18,0.0
COP,1736082581370,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.98,3452133.0,-1.0,-1.0,1.293,-0.172,4.53
